# ----------------------------------------
# Business First Stop - GA4
# Untitled exploration-Free form 1
# 20230505-20260309
# ----------------------------------------

Session default channel group,Direct,Direct,Organic Search,Organic Search,Paid Search,Paid Search,Referral,Referral,Unassigned,Unassigned,Totals,Totals
/p,1,1,0,0,0,0,0,0,0,0,1,1
/pa Consumer Reporting Agencies,1,1,0,0,0,0,0,0,0,0,1,1
/paages/choose-a-business-structuree,1,1,0,0,0,0,0,0,0,0,1,1
/paages/mwbe,1,1,0,0,0,0,0,0,0,0,1,1
/paages/regoster-for-taxes,1,1,0,0,0,0,0,0,0,0,1,1
/pack,1,1,0,0,0,0,0,0,0,0,1,1
/pag,1,1,0,0,0,0,0,0,0,0,1,1
/page-content/develop-a-fictitious-name-or-dba-doing-business-as,1,1,0,0,0,0,0,0,0,0,1,1
/page-content/obtain-a-business-registration-certificate-brc,1,1,0,0,0,0,0,0,0,0,1,1
/page-content/register-for-an-employer-identification-number-ein,1,1,0,0,0,0,0,0,0,0,1,1
/page-content/test-delete,1,1,0,0,0,0,0,0,0,0,1,1
/page/chooseabusinessstructure,1,1,0,0,0,0,0,0,0,0,1,1
/page/chooseabusinessstruture,2,1,0,0,0,0,0,0,0,0,2,1
/page/create-a-business-plan,0,0,0,0,0,0,1,1,0,0,1,1
/page/mwbe,0,0,1,1,0,0,0,0,0,0,1,1
/page/register-,1,1,0,0,0,0,0,0,0,0,1,1
/page/register-for-free,0,0,1,1,0,0,0,0,0,0,1,1
/page/register-for-taxes,0,0,1,1,0,0,0,0,0,0,1,1
/page/register-for-tx,1,1,0,0,0,0,0,0,0,0,1,1
/pages + /filings-and-accounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages forgot-pin,0,0,0,0,0,0,1,1,0,0,1,1
/pages-a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages-certifications,0,0,0,0,0,0,0,0,0,0,1,1
/pages-closing-your-business,0,0,1,1,0,0,0,0,0,0,1,1
/pages-register-your-business,0,0,0,0,0,0,1,1,0,0,1,1
/pages-your-business,1,1,0,0,0,0,0,0,0,0,1,1
/pages.choose-a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages.mwbe,1,1,0,0,0,0,0,0,0,0,1,1
/pages.register-for-taxes,1,1,0,0,0,0,0,0,0,0,1,1
/pages.register-your-business,1,1,0,0,0,0,0,0,0,0,1,1
/pages.sbe,1,1,0,0,0,0,0,0,0,0,1,1
"/pages/""https://cdn.prod.website-files.com/5e31b06cb76b831258358aa7/61d672362794b03572497008_Start Ilustration.svg""",1,1,0,0,0,0,0,0,0,0,1,1
/pages/CHOOSES-A-ABUSINESS-STRUCTURE,0,0,1,1,0,0,0,0,0,0,1,1
/pages/FEES,1,1,0,0,0,0,0,0,0,0,1,1
/pages/M/WBE,0,0,0,0,0,0,1,1,0,0,1,1
/pages/adoption-agency,1,1,0,0,0,0,0,0,0,0,1,1
/pages/ai-innovation,1,1,0,0,0,0,0,0,0,0,1,1
/pages/alternate-names,0,0,0,0,0,0,1,1,0,0,1,1
/pages/amend-a-business,0,0,0,0,0,0,1,1,0,0,1,1
/pages/amended,0,0,1,1,0,0,0,0,0,0,1,1
/pages/angel-investor-tax-credit-program,1,1,0,0,0,0,0,0,0,0,1,1
/pages/annual rate notice,1,1,0,0,0,0,0,0,0,0,1,1
/pages/annual report,1,1,0,0,0,0,0,0,0,0,1,1
/pages/annual reports,0,0,1,1,0,0,0,0,0,0,1,1
/pages/annual-reportsNew Jersey Business Record Service s,0,0,0,0,0,0,1,1,0,0,1,1
/pages/annualreports,0,0,1,1,0,0,0,0,0,0,1,1
/pages/answering%20service,1,1,0,0,0,0,0,0,0,0,1,1
/pages/bWFya2V0LX,1,1,0,0,0,0,0,0,0,0,1,1
/pages/building-peemits,1,1,0,0,0,0,0,0,0,0,1,1
/pages/building-permits-and-inspections permit,0,0,1,1,0,0,0,0,0,0,1,1
/pages/building-permits-forms,0,0,0,0,0,0,1,1,0,0,1,1
/pages/building-permits-inspections,1,1,0,0,0,0,0,0,0,0,1,1
/pages/buisness-names,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business -names,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business registration,0,0,1,1,0,0,0,0,0,0,1,1
/pages/business-action-center,0,0,0,0,0,0,2,1,0,0,2,1
/pages/business-dashboard,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-entity-records,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-entity-status-search,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-formation-certificates,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-forms,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-names Inbox,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-names NJ Business.NJ.gov,0,0,0,0,1,1,0,0,0,0,1,1
/pages/business-names en español,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-names help,0,0,0,0,1,1,0,0,0,0,1,1
/pages/business-names hold,0,0,1,1,0,0,0,0,0,0,1,1
/pages/business-names registration,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-names',1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-names),1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-names.,0,0,0,0,0,0,0,0,1,1,1,1
/pages/business-names/,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-namesNo,0,0,1,1,0,0,0,0,0,0,1,1
/pages/business-namesbusiness.nj.gov,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-namescreatllc innj,0,0,1,1,0,0,0,0,0,0,1,1
/pages/business-nameshttps://business.nj.gov,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-nameslook%20up%20business%20registration,0,0,1,1,0,0,0,0,0,0,1,1
/pages/business-namestate of nj business look up,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-nj-gov-my-account,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-nj-tax,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-nj-tax-center,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-plan,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-preparedness/pets,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business-preparednesshttps:/business.nj.gov,0,0,0,0,0,0,0,0,0,0,1,1
/pages/business-registration-certificate,0,0,0,0,0,0,2,1,0,0,2,1
/pages/business-search,0,0,0,0,0,0,1,1,0,0,1,1
/pages/business-suhttps://southjerseyentrepreneur.com/resourcespport,2,1,0,0,0,0,0,0,0,0,2,1
/pages/business-supporthttps://startupsavant.com/womens-business-resources-new-jersey,0,0,2,1,0,0,0,0,0,0,2,1
/pages/business.names,1,1,0,0,0,0,0,0,0,0,1,1
/pages/business/name,1,1,0,0,0,0,0,0,0,0,1,1
/pages/businessamendment,0,0,1,1,0,0,0,0,0,0,1,1
/pages/businessfilings,1,1,0,0,0,0,0,0,0,0,1,1
/pages/businessname,1,1,0,0,0,0,0,0,0,0,1,1
/pages/busness-names,1,1,0,0,0,0,0,0,0,0,1,1
/pages/busuiness-name-search,1,1,0,0,0,0,0,0,0,0,1,1
/pages/c-corporation-c-corp.,1,1,0,0,0,0,0,0,0,0,1,1
/pages/ceetfications,1,1,0,0,0,0,0,0,0,0,1,1
/pages/centifications,1,1,0,0,0,0,0,0,0,0,1,1
/pages/cert,1,1,0,0,0,0,0,0,0,0,1,1
/pages/certi,1,1,0,0,0,0,0,0,0,0,1,1
/pages/certifactions,0,0,1,1,0,0,0,0,0,0,1,1
/pages/certificate-of-good-standing,1,1,0,0,0,0,0,0,0,0,1,1
/pages/certificatio,1,1,0,0,0,0,0,0,0,0,1,1
/pages/certificatioins,1,1,0,0,0,0,0,0,0,0,1,1
/pages/certifications  UCC,0,0,1,1,0,0,0,0,0,0,1,1
/pages/certifications .,0,0,0,0,0,0,2,1,0,0,2,1
/pages/certifications Select All,1,1,0,0,0,0,0,0,0,0,1,1
/pages/certifications look up,0,0,0,0,0,0,1,1,0,0,1,1
/pages/certifications status check,0,0,1,1,0,0,0,0,0,0,1,1
/pages/certifications/emerging-small-business-enterprise,0,0,0,0,0,0,0,0,0,0,1,1
/pages/certifications/minority-owned,0,0,0,0,0,0,1,1,0,0,1,1
/pages/certifications/veteran-owned,0,0,0,0,0,0,0,0,0,0,1,1
/pages/certificationsTier 1 certifications (refer to Section 011001),0,0,0,0,0,0,1,1,0,0,1,1
/pages/certificationshttps:/business.nj.gov/licensing-and-certification-guide,0,0,2,1,0,0,0,0,0,0,2,1
/pages/certificationshttps:/njsbdc.com,0,0,0,0,0,0,1,1,0,0,1,1
/pages/certificationsnjdot ces,0,0,1,1,0,0,0,0,0,0,1,1
/pages/certificatons,1,1,0,0,0,0,0,0,0,0,1,1
/pages/chooose-a-business-structure,0,0,1,1,0,0,0,0,0,0,1,1
/pages/choos-a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose -a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose a business structer,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-@-busness-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a business structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a page,0,0,0,0,1,1,0,0,0,0,1,1
/pages/choose-a- business-stucture,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-BUSINESS-STRUCTURE,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-bisiness-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-buainess-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-buisness-structure,0,0,1,1,0,0,0,0,0,0,1,1
/pages/choose-a-busiiness-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business%20structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business- structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business--structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-google.com,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-stecture,2,1,0,0,0,0,0,0,0,0,2,1
/pages/choose-a-business-strcture,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-strocture,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structer,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structur,0,0,2,1,0,0,0,0,0,0,2,1
/pages/choose-a-business-structure when was this published,0,0,1,1,0,0,0,0,0,0,1,1
/pages/choose-a-business-structure),0,0,1,1,0,0,0,0,0,0,1,1
/pages/choose-a-business-structure-plan-start,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structure.com,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structure/vgs,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structure[citation:4,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structuree,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structurestep 2 business type,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-structurre,0,0,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-strucute,0,0,1,1,0,0,0,0,0,0,1,1
/pages/choose-a-business-strucutre,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business-sturcture,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-business=structure,0,0,0,0,0,0,0,0,1,1,1,1
/pages/choose-a-businnes-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-busniess-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-busniess-tructure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-bussines-strucutre,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-bussiness-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-legal-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-structre,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a..,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a...],1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-a0business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-abusinessstructure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose-business-Structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/chooseabusinessstuctrue,1,1,0,0,0,0,0,0,0,0,1,1
/pages/chooseastructure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choosegeometric pattern-a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/chooses-a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/choose‐a‐business‐structure,0,0,1,1,0,0,0,0,0,0,1,1
/pages/chose-a,1,1,0,0,0,0,0,0,0,0,1,1
/pages/chose-a-business-sructure,1,1,0,0,0,0,0,0,0,0,1,1
/pages/ckosing-your-business,0,0,0,0,1,1,0,0,0,0,1,1
/pages/close-a-business,0,0,0,0,0,0,1,1,0,0,1,1
/pages/close-your-business,0,0,0,0,0,0,1,1,0,0,1,1
/pages/closing yourbusiness,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-yor-business,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-you-business,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your business,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-bisiness,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-busiiness,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-busine,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-busine=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-busines,0,0,0,0,1,1,0,0,0,0,1,1
/pages/closing-your-business (NJ),0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-business .,0,0,0,0,1,1,0,0,0,0,1,1
/pages/closing-your-business ONLINE,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-business Phone No: 609-292-6400,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-business after conversion to another state,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-business attorney,0,0,0,0,0,0,1,1,0,0,1,1
/pages/closing-your-business for sale,0,0,0,0,0,0,1,1,0,0,1,1
/pages/closing-your-business online,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-business sales tax account,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-business',0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-business*,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-business+,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-business/pets,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-businessSan,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-business](https://business.nj.gov/pages/closing-your-business),1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing-your-businesshttps://business.nj.gov/pages/closing-your-business,0,0,0,0,1,1,0,0,0,0,1,1
/pages/closing-your-businesshttps://www.njportal.com/DOR/AnnualReports/Business,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-businesshttps://www.njportal.com/dor/annualreports/business,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-your-dba,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closing-yourbusiness,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closing=your-,1,1,0,0,0,0,0,0,0,0,1,1
/pages/closingyourbusiness,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closinnjportal.com/DOR/BusinessFormationg-your-business,0,0,1,1,0,0,0,0,0,0,1,1
/pages/closong-your-business,1,1,0,0,0,0,0,0,0,0,1,1
/pages/contact,0,0,0,0,0,0,1,1,0,0,1,1
/pages/contact-us,0,0,0,0,0,0,1,1,0,0,1,1
/pages/contract-,1,1,0,0,0,0,0,0,0,0,1,1
/pages/contract-with-new-State%20of%20NJ%20MBE/WBE%20Certification,1,1,0,0,0,0,0,0,0,0,1,1
/pages/contract-with-new-jersey.gov,1,1,0,0,0,0,0,0,0,0,1,1
/pages/contract-with-new-jersey/MBE,0,0,1,1,0,0,0,0,0,0,1,1
/pages/contract-with-new-jersey/index.html,1,1,0,0,0,0,0,0,0,0,1,1
/pages/contracting.com,0,0,0,0,0,0,1,1,0,0,1,1
/pages/corporate-amendment,1,1,0,0,0,0,0,0,0,0,1,1
/pages/covid19; https://business.nj.gov/pages/covid-19-required-workplace-health-and-safety-standards; https://business.nj.gov/es/pages/covid19,0,0,1,1,0,0,0,0,0,0,1,1
/pages/create,1,1,0,0,0,0,0,0,0,0,1,1
/pages/create-a-business-plan.,0,0,0,0,0,0,1,1,0,0,1,1
/pages/create-a-business-planMybenefis,1,1,0,0,0,0,0,0,0,0,1,1
/pages/create-a-business=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/creating an LLC in NJ-a-business-structure,0,0,1,1,0,0,0,0,0,0,1,1
/pages/ecommerce,1,1,0,0,0,0,0,0,0,0,1,1
/pages/employer-requirementshow can you apply for retro child support,1,1,0,0,0,0,0,0,0,0,1,1
/pages/employer-requirementssellers,0,0,0,0,0,0,1,1,0,0,1,1
/pages/employer-requirements ,0,0,0,0,0,0,1,1,0,0,1,1
/pages/employers,1,1,0,0,0,0,0,0,0,0,1,1
/pages/esbe,0,0,1,1,0,0,0,0,0,0,1,1
/pages/f=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/faqs,1,1,0,0,0,0,0,0,0,0,1,1
/pages/fcashvistainance-your-business,0,0,0,0,0,0,1,1,0,0,1,1
/pages/filigs-and-accounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-acco,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-account,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-accounting FREE,0,0,1,1,0,0,0,0,0,0,1,1
/pages/filings-and-accounting dol,0,0,1,1,0,0,0,0,0,0,1,1
/pages/filings-and-accounting ein number on line,0,0,0,0,0,0,1,1,0,0,1,1
"/pages/filings-and-accounting&q=does new jersey have an annual filing&iid=serp.5604&boprs=nj annual filing online,new jersey annual report filing online,nj annual filing fee,new jersey annual report deadline,nj annual report filing requirements,nj annual report filing fees&ajaxreq=1",1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-accounting).,0,0,1,1,0,0,0,0,0,0,1,1
/pages/filings-and-accounting).[2,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-accounting-,0,0,0,0,0,0,2,1,0,0,2,1
/pages/filings-and-accounting3section-1,0,0,0,0,0,0,1,1,0,0,1,1
/pages/filings-and-accountingOrig Date: 1981;  10/24/07EIN:        0100985709; JERSEY SHORE TOURING SOCIETY INC,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-accountingcopy of nj annual report,0,0,1,1,0,0,0,0,0,0,1,1
/pages/filings-and-accountinghttps://business.nj.gov/pages/filings-and-accounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-accountinglogin,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-accountingstate of New Jersey Business Registration certificate,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-and-https://www.njportal.com/DOR/BusinessNameSearch/Search/BusinessNameccounting,0,0,1,1,0,0,0,0,0,0,1,1
/pages/filings-and-nj verifiy managing member of llc,2,1,0,0,0,0,0,0,0,0,2,1
/pages/filings-andiaccounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-angoogd-accounting,0,0,0,0,1,1,0,0,0,0,1,1
/pages/filings-anj.goc/labornd-accounting,0,0,1,1,0,0,0,0,0,0,1,1
/pages/filings-annd-accounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/filings-https://business.nj.gov/pages/filings-and-accounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/fillins-and-accounting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/finance-your-Fishing education/conservation,0,0,1,1,0,0,0,0,0,0,1,1
/pages/finance-your-bus=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/finance-your-business uez,1,1,0,0,0,0,0,0,0,0,1,1
/pages/finance-your-businessgoogle,1,1,0,0,0,0,0,0,0,0,1,1
/pages/finance/uez,0,0,0,0,0,0,0,0,0,0,1,1
/pages/financing,0,0,0,0,0,0,1,1,0,0,1,1
/pages/find business,1,1,0,0,0,0,0,0,0,0,1,1
/pages/find-a-business,0,0,1,1,0,0,0,0,0,0,1,1
/pages/find-business-information,1,1,0,0,0,0,0,0,0,0,1,1
/pages/find-financing-and-incentives,1,1,0,0,0,0,0,0,0,0,1,1
/pages/foreign-business,1,1,0,0,0,0,0,0,0,0,1,1
/pages/foreign-llc-registration,1,1,0,0,0,0,0,0,0,0,1,1
/pages/forgot-pin,0,0,0,0,0,0,1,1,0,0,1,1
/pages/form-a-new-jersey-limited-liability-company,1,1,0,0,0,0,0,0,0,0,1,1
/pages/form-file-domestic-limited-liability-company,1,1,0,0,0,0,0,0,0,0,1,1
/pages/go,1,1,0,0,0,0,0,0,0,0,1,1
/pages/go.,0,0,0,0,0,0,0,0,0,0,2,1
/pages/goverbnment-contrcting,0,0,1,1,0,0,0,0,0,0,1,1
/pages/goverment,0,0,0,0,1,1,0,0,0,0,1,1
/pages/goverment-contracting,0,0,1,1,0,0,0,0,0,0,1,1
/pages/governemnt-contracting,0,0,1,1,0,0,0,0,0,0,1,1
/pages/government-contractin,1,1,0,0,0,0,0,0,0,0,1,1
/pages/government-contracting - this site also mentions how to find vendors that are winning contracts,0,0,1,1,0,0,0,0,0,0,1,1
/pages/government-contracting%3F%26utm_source%3Dgoogle%26utm_medium%3Ddisplay%26utm_campaign%3DContracting%26wbraid%3DCjoKCAjw1aOpBhBJEioAxlPvPZyn1E9u8Di-epIk0bGlrgGSJj1BKHNtms_h8lM5OXqQlWWl2YQaAo-T,2,1,0,0,0,0,0,0,0,0,2,1
/pages/government-contracting%3F%26utm_source%3Dgoogle%26utm_medium%3Ddisplay%26utm_campaign%3DContracting%26wbraid%3DCjsKCQjwj5mpBhDlARIqAItL4AHUfwMA-7BH3qI_OWyJpcCaz_xuRwii7zBR3d6N91c4DMtPR7h3GgJaXw,2,1,0,0,0,0,0,0,0,0,2,1
/pages/government-contracting&label=wxvvCJaXxaIYEOevo8op&hn=www.googleadservices.com&frm=0&tiba=Business.NJ.gov%20%7C%20Government%20Contracting&value=0&bttype=purchase&auid=1390907008.1687273885&rfmt=3&fmt=4,1,1,0,0,0,0,0,0,0,0,1,1
/pages/government-contracting78,0,0,0,0,0,0,1,1,0,0,1,1
/pages/government-pom,0,0,0,0,0,0,1,1,0,0,1,1
/pages/governmentcontracting,1,1,0,0,0,0,0,0,0,0,1,1
/pages/grow,1,1,0,0,0,0,0,0,0,0,1,1
/pages/hiring-em=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/hiring-empkoyees,1,1,0,0,0,0,0,0,0,0,1,1
/pages/hiring-empl=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/hiring-employees&ref=https://www.bing.com/&hn=www.googleadservices.com&frm=0&tiba=business.nj.gov%20%7C%20hiring%20employees&auid=901263817.1688059945&rfmt=3&fmt=4,1,1,0,0,0,0,0,0,0,0,1,1
/pages/hiring-employees/pets,1,1,0,0,0,0,0,0,0,0,1,1
/pages/hiring-employeeshttps://login.microsoftonline.com/4377e284-834a-45d3-85e0-8a43ade2ec1d/oauth2/authorize,1,1,0,0,0,0,0,0,0,0,1,1
/pages/intellectual-property,1,1,0,0,0,0,0,0,0,0,1,1
/pages/license,0,0,0,0,0,0,0,0,0,0,1,1
/pages/license-and-certification-finder,0,0,0,0,1,1,0,0,0,0,1,1
/pages/license-classifications,0,0,0,0,0,0,0,0,0,0,1,1
/pages/licenses,1,1,0,0,0,0,0,0,0,0,1,1
/pages/licenses-and-certifications,1,1,0,0,0,0,0,0,0,0,1,1
/pages/licensing,1,1,0,0,0,0,0,0,0,0,1,1
/pages/limited-liability-company-ll,1,1,0,0,0,0,0,0,0,0,1,1
/pages/limited-liability-company-lnc,0,0,0,0,0,0,1,1,0,0,1,1
/pages/limited-liability-company/llc,1,1,0,0,0,0,0,0,0,0,1,1
/pages/limousine-service,1,1,0,0,0,0,0,0,0,0,1,1
/pages/log-in,0,0,1,1,0,0,0,0,0,0,1,1
/pages/login,0,0,0,0,0,0,1,1,0,0,1,1
/pages/manage-employees/pets,1,1,0,0,0,0,0,0,0,0,1,1
/pages/manage-registration,0,0,1,1,0,0,0,0,0,0,1,1
/pages/manage-your-nj-business,0,0,0,0,1,1,0,0,0,0,1,1
/pages/manage-your-nj-tax-center-account,0,0,0,0,0,0,1,1,0,0,1,1
/pages/market-y=,1,1,0,0,0,0,0,0,0,0,1,1
/pages/mbe-sbe-certification,0,0,0,0,0,0,1,1,0,0,1,1
/pages/mbewbe-veteran-certification,0,0,0,0,0,0,1,1,0,0,1,1
/pages/mbwe,1,1,0,0,0,0,0,0,0,0,1,1
/pages/mebe,1,1,0,0,0,0,0,0,0,0,1,1
/pages/minority-owned-business,0,0,0,0,0,0,1,1,0,0,1,1
/pages/minority-women-certification,0,0,0,0,0,0,2,1,0,0,2,1
/pages/minorityowned,0,0,1,1,0,0,0,0,0,0,1,1
/pages/mwb,0,0,0,0,0,0,2,1,0,0,2,1
/pages/mwb logo,0,0,0,0,0,0,1,1,0,0,1,1
/pages/mwbe https:/www.njportal.com/DOR/SBERegistry,0,0,0,0,0,0,1,1,0,0,1,1
/pages/mwbe**,1,1,0,0,0,0,0,0,0,0,1,1
/pages/mwbe-certification,1,1,0,0,0,0,0,0,0,0,1,1
/pages/mwbe/application,0,0,1,1,0,0,0,0,0,0,1,1
/pages/mwbe9175973913,0,0,1,1,0,0,0,0,0,0,1,1
/pages/mwbeN.J. Admin. Code § 17:46-1.3 - Standards of certification for minority businesses and women's businesses,0,0,1,1,0,0,0,0,0,0,1,1
/pages/mwbeQualifying,0,0,1,1,0,0,0,0,0,0,1,1
/pages/mwbelisting,0,0,1,1,0,0,0,0,0,0,1,1
/pages/mxwbe,0,0,1,1,0,0,0,0,0,0,1,1
/pages/naming,1,1,0,0,0,0,0,0,0,0,1,1
/pages/new-hire-steps,1,1,0,0,0,0,0,0,0,0,1,1
/pages/nj-business-gateway,1,1,0,0,0,0,0,0,0,0,1,1
/pages/nj-business-portal,0,0,0,0,0,0,1,1,0,0,1,1
/pages/nj-business-record-service,0,0,0,0,0,0,1,1,0,0,1,1
/pages/nj-business-search,1,1,0,0,0,0,0,0,0,0,1,1
/pages/nj-capital-access-fund,1,1,0,0,0,0,0,0,0,0,1,1
/pages/nj-supply-chain-and-logistics-talent-developmen,0,0,0,0,0,0,0,0,1,1,1,1
/pages/nj-supply-chain-and-logistics-talent-development,0,0,0,0,0,0,0,0,1,1,1,1
/pages/njcels,1,1,0,0,0,0,0,0,0,0,1,1
/pages/njeda,0,0,0,0,0,0,1,1,0,0,1,1
/pages/njgs,0,0,1,1,0,0,0,0,0,0,1,1
/pages/non-profit,1,1,0,0,0,0,0,0,0,0,1,1
/pages/nonprofitwww.primepoint.com,1,1,0,0,0,0,0,0,0,0,1,1
/pages/online-services,1,1,0,0,0,0,0,0,0,0,1,1
